order_id,product_id,quantity
1d5d37d3-ede0-4348-9f38-6a264deaf563,3ee9bac0-3ec3-4f51-b0fe-d5da5cbee0cb,1
1d5d37d3-ede0-4348-9f38-6a264deaf563,aacbd6f7-4ccd-4b4c-867f-4063aaa77813,4
1d5d37d3-ede0-4348-9f38-6a264deaf563,31ef926c-caa7-4559-9e07-d546d4393740,1
fa5e662b-3404-4f8b-885b-151e32d2dfec,5b900df6-0484-4a17-a4ce-53528e85f44c,5
b8559d1a-5b5c-472a-aa69-3d1356782db2,399900a6-d9f5-4f67-b723-60f2eb038e35,0
b8559d1a-5b5c-472a-aa69-3d1356782db2,69e58c01-2b60-43cb-a832-aaa284d870be,0
b8559d1a-5b5c-472a-aa69-3d1356782db2,5b900df6-0484-4a17-a4ce-53528e85f44c,2
b8559d1a-5b5c-472a-aa69-3d1356782db2,e0c08365-ea87-488e-a6eb-f74936dcb1f9,1
4fcaa393-96ff-4578-a4e2-5f5f2c390d03,7c804df8-13ea-4885-88a1-480847f8fdcd,3
f7c91865-2017-4269-98ad-1b494c4ae094,da651197-508c-4c7b-aed0-b6641aa61ac0,7
f7c91865-2017-4269-98ad-1b494c4ae094,a95dc6f2-de28-4672-9213-3a931987a3e8,8
88e67c9a-2454-4112-bb55-9c00c302a307,b5c652d3-c381-4a03-9562-e2b59e815474,9
88e67c9a-2454-4112-bb55-9c00c302a307,e573a184-99f4-4e95-8a76-0b456cfa821a,9
88e67c9a-2454-4112-bb55-9c00c302a307,5c239f26-4515-45d0-a3eb-dee228a6ee10,9
88e67c9a-2454-4112-bb55-9c00c302a307,d2668ea7-f324-4c41-bc75-2d4f0790379e,9
f66c66fb-514d-40ea-af7e-30b763407f96,b5c652d3-c381-4a03-9562-e2b59e815474,4
f66c66fb-514d-40ea-af7e-30b763407f96,cc4afdd3-897b-4395-ba11-90d691a8e2f3,9
f66c66fb-514d-40ea-af7e-30b763407f96,df24a27e-a7d2-47f5-a52e-6b6064f94099,3
19523544-d4cd-400b-afc1-b2656358beff,7bc892af-c72d-4a6b-8c6e-14351af98577,3
19523544-d4cd-400b-afc1-b2656358beff,336d5719-dbe7-401c-abc8-244091a11926,7
19523544-d4cd-400b-afc1-b2656358beff,b8f39d3d-e563-4301-9ac2-a3ce99aec785,0
6ff284f7-ee87-4ff9-ab0c-24b539efdecc,66e6d339-a658-4d0b-9fe7-de8c08ae56b7,2
6ff284f7-ee87-4ff9-ab0c-24b539efdecc,dbfca6b1-e0ee-46ee-bb38-bf33b2de6e37,9
6ff284f7-ee87-4ff9-ab0c-24b539efdecc,2eca8faa-80d8-48f2-b657-727a88578f83,0
9c7aad65-fcf7-4093-b3d1-fbc912fce084,1a58e529-3aee-4231-a5fa-8d46da3596f1,1
9c7aad65-fcf7-4093-b3d1-fbc912fce084,700e83c1-7df2-440a-a1c8-25be39a5363b,4
9c7aad65-fcf7-4093-b3d1-fbc912fce084,e19e52a4-2b31-4d64-a7b8-8651a43cdd14,7
527438c6-6406-48b2-86e4-c0c011ce4e3b,a25cbdf1-2e41-4c15-b68f-002965921e3a,1
527438c6-6406-48b2-86e4-c0c011ce4e3b,1af69f1b-9a8b-40a6-b40b-da2a21d69ad4,6
527438c6-6406-48b2-86e4-c0c011ce4e3b,b8f39d3d-e563-4301-9ac2-a3ce99aec785,0
527438c6-6406-48b2-86e4-c0c011ce4e3b,9c61351b-9225-423a-827b-99e3a1c432bf,0
226873c4-86e4-46bb-8620-3c77d63cd5ee,9c72a145-ed86-49cf-861d-24113157a3fc,8
2d95aa44-4ee1-4864-878a-8c14554a7310,e0c08365-ea87-488e-a6eb-f74936dcb1f9,9
2d95aa44-4ee1-4864-878a-8c14554a7310,3e2f6ed3-c445-47d8-b1c3-42b08701dbdf,8
5defafb4-406f-469c-bdd5-0c3f92b85ce8,da651197-508c-4c7b-aed0-b6641aa61ac0,4
5defafb4-406f-469c-bdd5-0c3f92b85ce8,039fcf32-2881-4152-974e-ea25ee7a4bd2,1
5defafb4-406f-469c-bdd5-0c3f92b85ce8,5b900df6-0484-4a17-a4ce-53528e85f44c,4
fd8fc9e2-45cd-4ead-92c6-8680c580b58e,92987258-87b3-4968-9eec-c61f12fd5b6c,5
fd8fc9e2-45cd-4ead-92c6-8680c580b58e,e19e52a4-2b31-4d64-a7b8-8651a43cdd14,8
bd148bf7-be2f-44fa-ac05-cbd4bbf04879,701a3fb2-ac29-46c4-a743-16f06ed9bd74,7
bd148bf7-be2f-44fa-ac05-cbd4bbf04879,06001b49-a173-43c0-8d59-a25c00b95f67,2
48f0048e-10de-4ef9-82a8-319457a0bcec,3a18465c-7bb6-4619-9ccf-2caf5e5ae34d,4
48f0048e-10de-4ef9-82a8-319457a0bcec,e007cddb-655b-4c1c-b89d-d2f1d769de78,2
48f0048e-10de-4ef9-82a8-319457a0bcec,64572c68-a5c2-4c88-908d-af9c755049ff,4
48f0048e-10de-4ef9-82a8-319457a0bcec,ac487d7d-ad8e-46b2-81bf-0ca52f93f750,4
aa72dd35-85bc-494c-8719-0caa2239bb53,c9412fa5-b115-4ab4-b6a5-612a57003c43,3
aa72dd35-85bc-494c-8719-0caa2239bb53,b5c652d3-c381-4a03-9562-e2b59e815474,4
aa72dd35-85bc-494c-8719-0caa2239bb53,7bc892af-c72d-4a6b-8c6e-14351af98577,0
0f6feefd-6fa7-4aee-9cc7-64a9bd167016,7bc892af-c72d-4a6b-8c6e-14351af98577,8
0f6feefd-6fa7-4aee-9cc7-64a9bd167016,a95dc6f2-de28-4672-9213-3a931987a3e8,4
0dd984ac-7513-4ac7-96b8-928a29d78244,b8f39d3d-e563-4301-9ac2-a3ce99aec785,6
41d94c90-661f-4a61-bbe1-9d1bc18149f1,e19e52a4-2b31-4d64-a7b8-8651a43cdd14,3
41d94c90-661f-4a61-bbe1-9d1bc18149f1,64572c68-a5c2-4c88-908d-af9c755049ff,7
41d94c90-661f-4a61-bbe1-9d1bc18149f1,df24a27e-a7d2-47f5-a52e-6b6064f94099,6
41d94c90-661f-4a61-bbe1-9d1bc18149f1,3a18465c-7bb6-4619-9ccf-2caf5e5ae34d,7
0b1fae38-3045-4f41-a1cc-b56be3345c70,7eed8e0b-e34e-4df3-b2a3-8fb9103b56e9,3
88507112-6eb0-4649-a49a-064876f23b61,6d8df8c9-d795-4089-84a4-c5fa15a2b35b,8
788b1a1c-ee8f-4653-9f1f-7ac2fde89550,b5c652d3-c381-4a03-9562-e2b59e815474,0
46691688-e792-4889-8cd1-04bb203bbc13,2657c5a8-8977-4c38-8808-406d9e8f6e0e,6
46691688-e792-4889-8cd1-04bb203bbc13,399900a6-d9f5-4f67-b723-60f2eb038e35,5
46691688-e792-4889-8cd1-04bb203bbc13,a0b9482a-4551-4616-b2ba-68a8bfd3dab0,3
d3d408eb-bc2f-49b3-9663-e5958287a83e,49f123bd-7248-46b6-acc5-168442f3f67d,7
d3d408eb-bc2f-49b3-9663-e5958287a83e,9c72a145-ed86-49cf-861d-24113157a3fc,3
edf07d74-0aa2-482c-b2f6-43a9404ce4a4,c9412fa5-b115-4ab4-b6a5-612a57003c43,7
edf07d74-0aa2-482c-b2f6-43a9404ce4a4,700e83c1-7df2-440a-a1c8-25be39a5363b,7
edf07d74-0aa2-482c-b2f6-43a9404ce4a4,7c804df8-13ea-4885-88a1-480847f8fdcd,0
2a6a5809-8c1a-4304-a6ed-a9055c657861,1c7fdc97-afc5-4eaf-b930-3b25d81cff7a,8
2a6a5809-8c1a-4304-a6ed-a9055c657861,8697d14f-e892-4e8c-8b52-47f362212956,9
2a6a5809-8c1a-4304-a6ed-a9055c657861,7aec1655-d788-4639-b182-7f32ae45cd56,9
